Person.ID,First.name,Last.name,Party,Constituency,PCON22CD,DisplayName,SocialistCampaignGroup,TribuneGroup,OneNation,TRG_Patron,ERG_Subscriber
11115,Andrew,Mitchell,Conservative,Sutton Coldfield,E14000985,Andrew MITCHELL (Sutton Coldfield),0,0,0,0,0
25920,Gagan,Mohindra,Conservative,South West Hertfordshire,E14000951,Gagan MOHINDRA (South West Hertfordshire),0,0,0,0,0
13836,Francie,Molloy,Sinn Féin,Mid Ulster,N06000010,Francie MOLLOY (Mid Ulster),0,0,0,0,0
25406,Carol,Monaghan,Scottish National Party,Glasgow North West,S14000033,Carol MONAGHAN (Glasgow North West),0,0,0,0,0
25630,Damien,Moore,Conservative,Southport,E14000958,Damien MOORE (Southport),0,0,0,0,0
25922,Robbie,Moore,Conservative,Keighley,E14000766,Robbie MOORE (Keighley),0,0,0,0,0
25689,Layla,Moran,Liberal Democrat,Oxford West and Abingdon,E14000874,Layla MORAN (Oxford West and Abingdon),0,0,0,0,0
24938,Penny,Mordaunt,Conservative,Portsmouth North,E14000883,Penny MORDAUNT (Portsmouth North),0,0,0,0,1
11732,Jessica,Morden,Labour,Newport East,W07000055,Jessica MORDEN (Newport East),0,0,0,0,0
26056,Helen,Morgan,Liberal Democrat,North Shropshire,E14000849,Helen MORGAN (North Shropshire),0,0,0,0,0
25658,Stephen,Morgan,Labour,Portsmouth South,E14000884,Stephen MORGAN (Portsmouth South),0,0,0,0,0
24912,Anne Marie,Morris,Conservative,Newton Abbot,E14000835,Anne Marie MORRIS (Newton Abbot),0,0,0,0,0
24966,David,Morris,Conservative,Morecambe and Lunesdale,E14000825,David MORRIS (Morecambe and Lunesdale),0,0,0,0,0
24715,Grahame,Morris,Labour,Easington,E14000677,Grahame MORRIS (Easington),1,0,0,0,0
24855,James,Morris,Conservative,Halesowen and Rowley Regis,E14000722,James MORRIS (Halesowen and Rowley Regis),0,0,0,0,1
25878,Joy,Morrissey,Conservative,Beaconsfield,E14000550,Joy MORRISSEY (Beaconsfield),0,0,0,0,0
25984,Jill,Mortimer,Conservative,Hartlepool,E14000733,Jill MORTIMER (Hartlepool),0,0,0,0,0
25342,Wendy,Morton,Conservative,Aldridge-Brownhills,E14000531,Wendy MORTON (Aldridge-Brownhills),0,0,0,0,0
25883,Kieran,Mullan,Conservative,Crewe and Nantwich,E14000653,Kieran MULLAN (Crewe and Nantwich),0,0,0,0,0
25804,Holly,Mumby-Croft,Conservative,Scunthorpe,E14000914,Holly MUMBY-CROFT (Scunthorpe),0,0,0,0,0
11970,David,Mundell,Conservative,"Dumfriesshire, Clydesdale and Tweeddale",S14000014,"David MUNDELL (Dumfriesshire, Clydesdale and Tweeddale)",0,0,1,0,0
24872,Ian,Murray,Labour,Edinburgh South,S14000024,Ian MURRAY (Edinburgh South),0,1,0,0,0
25801,James,Murray,Labour/Co-operative,Ealing North,E14000675,James MURRAY (Ealing North),0,0,0,0,0
24875,Sheryll,Murray,Conservative,South East Cornwall,E14000938,Sheryll MURRAY (South East Cornwall),0,0,0,0,0
11132,Andrew,Murrison,Conservative,South West Wiltshire,E14000954,Andrew MURRISON (South West Wiltshire),0,0,0,0,0
24831,Lisa,Nandy,Labour,Wigan,E14001039,Lisa NANDY (Wigan),0,1,0,0,0
13736,Bob,Neill,Conservative,Bromley and Chislehurst,E14000604,Bob NEILL (Bromley and Chislehurst),0,0,1,0,0
25291,Gavin,Newlands,Scottish National Party,Paisley and Renfrewshire North,S14000052,Gavin NEWLANDS (Paisley and Renfrewshire North),0,0,0,0,0
25885,Charlotte,Nichols,Labour,Warrington North,E14001017,Charlotte NICHOLS (Warrington North),0,0,0,0,0
25865,Lia,Nici,Conservative,Great Grimsby,E14000716,Lia NICI (Great Grimsby),0,0,0,0,0
25281,John,Nicolson,Scottish National Party,Ochil and South Perthshire,S14000050,John NICOLSON (Ochil and South Perthshire),0,0,0,0,0
24809,Caroline,Nokes,Conservative,Romsey and Southampton North,E14000901,Caroline NOKES (Romsey and Southampton North),0,0,1,0,0
24827,Jesse,Norman,Conservative,Hereford and South Herefordshire,E14000743,Jesse NORMAN (Hereford and South Herefordshire),0,0,0,0,0
25687,Alex,Norris,Labour/Co-operative,Nottingham North,E14000866,Alex NORRIS (Nottingham North),0,0,0,0,0
25679,Neil,O'Brien,Conservative,Harborough,E14000728,Neil O'BRIEN (Harborough),0,0,0,0,0
25370,Brendan,O'Hara,Scottish National Party,Argyll and Bute,S14000005,Brendan O'HARA (Argyll and Bute),0,0,0,0,0
24955,Matthew,Offord,Conservative,Hendon,E14000741,Matthew OFFORD (Hendon),0,0,0,0,0
25596,Sarah,Olney,Liberal Democrat,Richmond Park,E14000896,Sarah OLNEY (Richmond Park),0,0,0,0,0
24807,Chi,Onwurah,Labour,Newcastle upon Tyne Central,E14000831,Chi ONWURAH (Newcastle upon Tyne Central),0,1,0,0,0
24962,Guy,Opperman,Conservative,Hexham,E14000746,Guy OPPERMAN (Hexham),0,0,1,1,0
25846,Abena,Oppong-Asare,Labour,Erith and Thamesmead,E14000696,Abena OPPONG-ASARE (Erith and Thamesmead),0,1,0,0,0
25365,Kate,Osamor,Labour/Co-operative,Edmonton,E14000687,Kate OSAMOR (Edmonton),1,0,0,0,0
25794,Kate,Osborne,Labour,Jarrow,E14000765,Kate OSBORNE (Jarrow),1,0,0,0,0
25294,Kirsten,Oswald,Scottish National Party,East Renfrewshire,S14000021,Kirsten OSWALD (East Renfrewshire),0,0,0,0,0
25915,Taiwo,Owatemi,Labour,Coventry North West,E14000650,Taiwo OWATEMI (Coventry North West),0,1,0,0,0
25823,Sarah,Owen,Labour,Luton North,E14000800,Sarah OWEN (Luton North),0,1,0,0,0
13852,Ian,Paisley Jnr,DUP,North Antrim,N06000012,Ian PAISLEY JNR (North Antrim),0,0,0,0,0
24778,Priti,Patel,Conservative,Witham,E14001045,Priti PATEL (Witham),0,0,0,0,0
24880,Mark,Pawsey,Conservative,Rugby,E14000905,Mark PAWSEY (Rugby),0,0,0,0,0
25617,Stephanie,Peacock,Labour,Barnsley East,E14000542,Stephanie PEACOCK (Barnsley East),0,1,0,0,0
11626,Mike,Penning,Conservative,Hemel Hempstead,E14000739,Mike PENNING (Hemel Hempstead),0,0,0,0,0
25379,Matthew,Pennycook,Labour,Greenwich and Woolwich,E14000718,Matthew PENNYCOOK (Greenwich and Woolwich),0,1,0,0,0
11924,John,Penrose,Conservative,Weston-Super-Mare,E14001038,John PENROSE (Weston-Super-Mare),0,0,0,0,1
24832,Andrew,Percy,Conservative,Brigg and Goole,E14000596,Andrew PERCY (Brigg and Goole),0,0,0,0,0
24845,Toby,Perkins,Labour,Chesterfield,E14000632,Toby PERKINS (Chesterfield),0,0,0,0,0
25364,Jess,Phillips,Labour,"Birmingham, Yardley",E14000568,"Jess PHILLIPS (Birmingham, Yardley)",0,0,0,0,0
24709,Bridget,Phillipson,Labour,Houghton and Sunderland South,E14000754,Bridget PHILLIPSON (Houghton and Sunderland South),0,0,0,0,0
25377,Chris,Philp,Conservative,Croydon South,E14000656,Chris PHILP (Croydon South),0,0,0,0,0
24747,Christopher,Pincher,Conservative,Tamworth,E14000986,Christopher PINCHER (Tamworth),0,0,0,0,1
25690,Luke,Pollard,Labour/Co-operative,"Plymouth, Sutton and Devonport",E14000880,"Luke POLLARD (Plymouth, Sutton and Devonport)",0,0,0,0,0
24756,Daniel,Poulter,Conservative,Central Suffolk and North Ipswich,E14000624,Daniel POULTER (Central Suffolk and North Ipswich),0,0,0,0,0
25407,Rebecca,Pow,Conservative,Taunton Deane,E14000988,Rebecca POW (Taunton Deane),0,0,0,0,0
25165,Lucy,Powell,Labour/Co-operative,Manchester Central,E14000807,Lucy POWELL (Manchester Central),0,1,0,0,0
25420,Victoria,Prentis,Conservative,Banbury,E14000539,Victoria PRENTIS (Banbury),0,0,1,0,0
11946,Mark,Pritchard,Conservative,The Wrekin,E14000992,Mark PRITCHARD (The Wrekin),0,0,0,0,0
25387,Tom,Pursglove,Conservative,Corby,E14000648,Tom PURSGLOVE (Corby),0,0,0,0,0
26020,Anum,Qaisar,Scottish National Party,Airdrie and Shotts,S14000003,Anum QAISAR (Airdrie and Shotts),0,0,0,0,0
25417,Jeremy,Quin,Conservative,Horsham,E14000753,Jeremy QUIN (Horsham),0,0,0,0,0
25403,Will,Quince,Conservative,Colchester,E14000644,Will QUINCE (Colchester),0,0,0,0,0
24775,Yasmin,Qureshi,Labour,Bolton South East,E14000579,Yasmin QURESHI (Bolton South East),0,0,0,0,0
24815,Dominic,Raab,Conservative,Esher and Walton,E14000697,Dominic RAAB (Esher and Walton),0,0,0,0,0
25837,Tom,Randall,Conservative,Gedling,E14000710,Tom RANDALL (Gedling),0,0,0,0,0
25429,Angela,Rayner,Labour,Ashton-under-Lyne,E14000537,Angela RAYNER (Ashton-under-Lyne),0,0,0,0,0
10499,John,Redwood,Conservative,Wokingham,E14001048,John REDWOOD (Wokingham),0,0,0,0,0
25170,Steve,Reed,Labour/Co-operative,Croydon North,E14000655,Steve REED (Croydon North),0,1,0,0,0
25332,Christina,Rees,Labour/Co-operative,Neath,W07000069,Christina REES (Neath),0,0,0,0,0
24926,Jacob,Rees-Mogg,Conservative,North East Somerset,E14000846,Jacob REES-MOGG (North East Somerset),0,0,0,0,1
25681,Ellie,Reeves,Labour,Lewisham West and Penge,E14000788,Ellie REEVES (Lewisham West and Penge),0,0,0,0,0
24851,Rachel,Reeves,Labour,Leeds West,E14000781,Rachel REEVES (Leeds West),0,0,0,0,0
24929,Jonathan,Reynolds,Labour/Co-operative,Stalybridge and Hyde,E14000967,Jonathan REYNOLDS (Stalybridge and Hyde),0,1,0,0,0
25856,Bell,Ribeiro-Addy,Labour,Streatham,E14000978,Bell RIBEIRO-ADDY (Streatham),1,0,0,0,0
25834,Nicola,Richards,Conservative,West Bromwich East,E14001029,Nicola RICHARDS (West Bromwich East),0,0,0,0,0
25827,Angela,Richardson,Conservative,Guildford,E14000719,Angela RICHARDSON (Guildford),0,0,0,0,0
25321,Marie,Rimmer,Labour,St Helens South and Whiston,E14000963,Marie RIMMER (St Helens South and Whiston),0,0,0,0,0
25852,Rob,Roberts,Independent,Delyn,W07000042,Rob ROBERTS (Delyn),0,0,0,0,0
10505,Laurence,Robertson,Conservative,Tewkesbury,E14000990,Laurence ROBERTSON (Tewkesbury),0,0,0,0,0
25280,Gavin,Robinson,DUP,Belfast East,N06000001,Gavin ROBINSON (Belfast East),0,0,0,0,0
25405,Mary,Robinson,Conservative,Cheadle,E14000627,Mary ROBINSON (Cheadle),0,0,0,0,0
25691,Matt,Rodda,Labour,Reading East,E14000889,Matt RODDA (Reading East),0,0,0,0,0
11199,Andrew,Rosindell,Conservative,Romford,E14000900,Andrew ROSINDELL (Romford),0,0,0,0,0
25531,Douglas,Ross,Conservative,Moray,S14000046,Douglas ROSS (Moray),0,0,0,0,0
25685,Lee,Rowley,Conservative,North East Derbyshire,E14000843,Lee ROWLEY (North East Derbyshire),0,0,0,0,0
25828,Dean,Russell,Conservative,Watford,E14001021,Dean RUSSELL (Watford),0,0,0,0,0
25667,Lloyd,Russell-Moyle,Labour/Co-operative,"Brighton, Kemptown",E14000597,"Lloyd RUSSELL-MOYLE (Brighton, Kemptown)",1,0,0,0,0
24820,David,Rutley,Conservative,Macclesfield,E14000802,David RUTLEY (Macclesfield),0,0,0,0,0
25887,Gary,Sambrook,Conservative,"Birmingham, Northfield",E14000565,"Gary SAMBROOK (Birmingham, Northfield)",0,0,0,0,0
25302,Liz,Saville-Roberts,Plaid Cymru,Dwyfor Meirionnydd,W07000061,Liz SAVILLE-ROBERTS (Dwyfor Meirionnydd),0,0,0,0,0
25880,Selaine,Saxby,Conservative,North Devon,E14000838,Selaine SAXBY (North Devon),0,0,0,0,0
25331,Paul,Scully,Conservative,Sutton and Cheam,E14000984,Paul SCULLY (Sutton and Cheam),0,0,0,0,0
25645,Bob,Seely,Conservative,Isle of Wight,E14000762,Bob SEELY (Isle of Wight),0,0,0,0,0
11216,Andrew,Selous,Conservative,South West Bedfordshire,E14000949,Andrew SELOUS (South West Bedfordshire),0,0,0,0,0
25385,Naseem,Shah,Labour,Bradford West,E14000589,Naseem SHAH (Bradford West),0,0,0,0,0
13864,Jim,Shannon,DUP,Strangford,N06000016,Jim SHANNON (Strangford),0,0,0,0,0
11917,Grant,Shapps,Conservative,Welwyn Hatfield,E14001027,Grant SHAPPS (Welwyn Hatfield),0,0,0,0,0
24902,Alok,Sharma,Conservative,Reading West,E14000890,Alok SHARMA (Reading West),0,0,0,0,0
13934,Virendra,Sharma,Labour,"Ealing, Southall",E14000676,"Virendra SHARMA (Ealing, Southall)",0,0,0,0,0
10534,Barry,Sheerman,Labour/Co-operative,Huddersfield,E14000756,Barry SHEERMAN (Huddersfield),0,0,0,0,0
24893,Alec,Shelbrooke,Conservative,Elmet and Rothwell,E14000689,Alec SHELBROOKE (Elmet and Rothwell),0,0,0,0,1
25341,Tommy,Sheppard,Scottish National Party,Edinburgh East,S14000022,Tommy SHEPPARD (Edinburgh East),0,0,0,0,0
25344,Tulip,Siddiq,Labour,Hampstead and Kilburn,E14000727,Tulip SIDDIQ (Hampstead and Kilburn),0,0,0,0,0
25892,David,Simmonds,Conservative,"Ruislip, Northwood and Pinner",E14000906,"David SIMMONDS (Ruislip, Northwood and Pinner)",0,0,0,0,0
24713,Chris,Skidmore,Conservative,Kingswood,E14000774,Chris SKIDMORE (Kingswood),0,0,0,0,0
11559,Andrew,Slaughter,Labour,Hammersmith,E14000726,Andrew SLAUGHTER (Hammersmith),0,1,0,0,0
25848,Alyn,Smith,Scottish National Party,Stirling,S14000057,Alyn SMITH (Stirling),0,0,0,0,0
25432,Cat,Smith,Labour,Lancaster and Fleetwood,E14000776,Cat SMITH (Lancaster and Fleetwood),0,0,0,0,0
24691,Chloe,Smith,Conservative,Norwich North,E14000863,Chloe SMITH (Norwich North),0,0,1,0,0
25925,Greg,Smith,Conservative,Buckingham,E14000608,Greg SMITH (Buckingham),0,0,0,0,0
24802,Henry,Smith,Conservative,Crawley,E14000652,Henry SMITH (Crawley),0,0,0,0,1
25366,Jeff,Smith,Labour,"Manchester, Withington",E14000809,"Jeff SMITH (Manchester, Withington)",0,1,0,0,0
24961,Julian,Smith,Conservative,Skipton and Ripon,E14000928,Julian SMITH (Skipton and Ripon),0,0,0,0,0
24728,Nick,Smith,Labour,Blaenau Gwent,W07000072,Nick SMITH (Blaenau Gwent),0,1,0,0,0
25345,Royston,Smith,Conservative,"Southampton, Itchen",E14000955,"Royston SMITH (Southampton, Itchen)",0,0,0,0,0
25390,Karin,Smyth,Labour,Bristol South,E14000601,Karin SMYTH (Bristol South),0,1,0,0,0
25680,Alex,Sobel,Labour/Co-operative,Leeds North West,E14000780,Alex SOBEL (Leeds North West),0,1,0,0,0
25436,Amanda,Solloway,Conservative,Derby North,E14000662,Amanda SOLLOWAY (Derby North),0,0,0,0,0
10558,John,Spellar,Labour,Warley,E14001016,John SPELLAR (Warley),0,0,0,0,0
25889,Ben,Spencer,Conservative,Runnymede and Weybridge,E14000907,Ben SPENCER (Runnymede and Weybridge),0,0,0,0,0
24909,Mark,Spencer,Conservative,Sherwood,E14000924,Mark SPENCER (Sherwood),0,0,0,0,0
25864,Alexander,Stafford,Conservative,Rother Valley,E14000903,Alexander STAFFORD (Rother Valley),0,0,0,0,0
25353,Keir,Starmer,Labour,Holborn and St Pancras,E14000750,Keir STARMER (Holborn and St Pancras),0,1,0,0,0
25306,Chris,Stephens,Scottish National Party,Glasgow South West,S14000035,Chris STEPHENS (Glasgow South West),0,0,0,0,0
24759,Andrew,Stephenson,Conservative,Pendle,E14000875,Andrew STEPHENSON (Pendle),0,0,0,0,0
25304,Jo,Stevens,Labour,Cardiff Central,W07000050,Jo STEVENS (Cardiff Central),0,1,0,0,0
25807,Jane,Stevenson,Conservative,Wolverhampton North East,E14001049,Jane STEVENSON (Wolverhampton North East),0,0,0,0,0
24799,John,Stevenson,Conservative,Carlisle,E14000620,John STEVENSON (Carlisle),0,0,0,0,0
24907,Bob,Stewart,Conservative,Beckenham,E14000551,Bob STEWART (Beckenham),0,0,0,0,0
24947,Iain,Stewart,Conservative,Milton Keynes South,E14000822,Iain STEWART (Milton Keynes South),0,0,0,0,0
25668,Jamie,Stone,Liberal Democrat,"Caithness, Sutherland and Easter Ross",S14000009,"Jamie STONE (Caithness, Sutherland and Easter Ross)",0,0,0,0,0
10575,Gary,Streeter,Conservative,South West Devon,E14000950,Gary STREETER (South West Devon),0,0,0,0,0
25320,Wes,Streeting,Labour,Ilford North,E14000759,Wes STREETING (Ilford North),0,0,0,0,0
24914,Mel,Stride,Conservative,Central Devon,E14000623,Mel STRIDE (Central Devon),0,0,0,0,0
10576,Graham,Stringer,Labour,Blackley and Broughton,E14000571,Graham STRINGER (Blackley and Broughton),0,0,0,0,0
11406,Graham,Stuart,Conservative,Beverley and Holderness,E14000556,Graham STUART (Beverley and Holderness),0,0,0,0,0
24853,Julian,Sturdy,Conservative,York Outer,E14001062,Julian STURDY (York Outer),0,0,0,0,0
25909,Zarah,Sultana,Labour,Coventry South,E14000651,Zarah SULTANA (Coventry South),1,0,0,0,0
25428,Rishi,Sunak,Conservative,Richmond (Yorks),E14000895,Rishi SUNAK (Richmond (Yorks)),0,0,0,0,0
25860,James,Sunderland,Conservative,Bracknell,E14000586,James SUNDERLAND (Bracknell),0,0,0,0,0
10580,Desmond,Swayne,Conservative,New Forest West,E14000828,Desmond SWAYNE (New Forest West),0,0,0,0,1
10582,Robert,Syms,Conservative,Poole,E14000881,Robert SYMS (Poole),0,0,0,0,0
11267,Mark,Tami,Labour,Alyn and Deeside,W07000043,Mark TAMI (Alyn and Deeside),0,0,0,0,0
25912,Sam,Tarry,Labour,Ilford South,E14000760,Sam TARRY (Ilford South),1,0,0,0,0
25327,Alison,Thewliss,Scottish National Party,Glasgow Central,S14000029,Alison THEWLISS (Glasgow Central),0,0,0,0,0
25440,Derek,Thomas,Conservative,St Ives,E14000964,Derek THOMAS (St Ives),0,0,0,0,0
10594,Gareth,Thomas,Labour/Co-operative,Harrow West,E14000732,Gareth THOMAS (Harrow West),0,1,0,0,0
25279,Nick,Thomas-Symonds,Labour,Torfaen,W07000053,Nick THOMAS-SYMONDS (Torfaen),0,1,0,0,0
25278,Owen,Thompson,Scottish National Party,Midlothian,S14000045,Owen THOMPSON (Midlothian),0,0,0,0,0
25919,Richard,Thomson,Scottish National Party,Gordon,S14000037,Richard THOMSON (Gordon),0,0,0,0,0
11656,Emily,Thornberry,Labour,Islington South and Finsbury,E14000764,Emily THORNBERRY (Islington South and Finsbury),0,1,0,0,0
25371,Maggie,Throup,Conservative,Erewash,E14000695,Maggie THROUP (Erewash),0,0,0,0,0
10596,Stephen,Timms,Labour,East Ham,E14000679,Stephen TIMMS (East Ham),0,1,0,0,0
14128,Edward,Timpson,Conservative,Eddisbury,E14000686,Edward TIMPSON (Eddisbury),0,0,0,0,0
25430,Kelly,Tolhurst,Conservative,Rochester and Strood,E14000898,Kelly TOLHURST (Rochester and Strood),0,0,0,0,0
24870,Justin,Tomlinson,Conservative,North Swindon,E14000851,Justin TOMLINSON (North Swindon),0,0,0,0,0
25422,Michael,Tomlinson,Conservative,Mid Dorset and North Poole,E14000815,Michael TOMLINSON (Mid Dorset and North Poole),0,0,0,0,1
25290,Craig,Tracey,Conservative,North Warwickshire,E14000854,Craig TRACEY (North Warwickshire),0,0,0,0,0
25439,Anne-Marie,Trevelyan,Conservative,Berwick-upon-Tweed,E14000554,Anne-Marie TREVELYAN (Berwick-upon-Tweed),0,0,0,0,0
10604,Jon,Trickett,Labour,Hemsworth,E14000740,Jon TRICKETT (Hemsworth),1,0,0,0,0
25851,Laura,Trott,Conservative,Sevenoaks,E14000918,Laura TROTT (Sevenoaks),0,0,0,0,0
24941,Elizabeth,Truss,Conservative,South West Norfolk,E14000952,Elizabeth TRUSS (South West Norfolk),0,0,0,0,0
25374,Thomas,Tugendhat,Conservative,Tonbridge and Malling,E14000997,Thomas TUGENDHAT (Tonbridge and Malling),0,0,1,1,0
24767,Karl,Turner,Labour,Kingston upon Hull East,E14000771,Karl TURNER (Kingston upon Hull East),0,1,0,0,0
10610,Derek,Twigg,Labour,Halton,E14000725,Derek TWIGG (Halton),0,0,0,0,0
25623,Liz,Twist,Labour,Blaydon,E14000574,Liz TWIST (Blaydon),0,0,0,0,0
11475,Shailesh,Vara,Conservative,North West Cambridgeshire,E14000855,Shailesh VARA (North West Cambridgeshire),0,0,0,0,0
24852,Valerie,Vaz,Labour,Walsall South,E14001012,Valerie VAZ (Walsall South),0,0,0,0,0
24814,Martin,Vickers,Conservative,Cleethorpes,E14000643,Martin VICKERS (Cleethorpes),0,0,0,0,1
25853,Matt,Vickers,Conservative,Stockton South,E14000971,Matt VICKERS (Stockton South),0,0,0,0,0
11500,Theresa,Villiers,Conservative,Chipping Barnet,E14000636,Theresa VILLIERS (Chipping Barnet),0,0,0,0,0
25874,Christian,Wakeford,Labour,Bury South,E14000612,Christian WAKEFORD (Bury South),0,0,0,0,0
11461,Charles,Walker,Conservative,Broxbourne,E14000606,Charles WALKER (Broxbourne),0,0,0,0,0
24862,Robin,Walker,Conservative,Worcester,E14001052,Robin WALKER (Worcester),0,0,0,1,0
11668,Ben,Wallace,Conservative,Wyre and Preston North,E14001057,Ben WALLACE (Wyre and Preston North),0,0,0,0,0
25829,Jamie,Wallis,Conservative,Bridgend,W07000073,Jamie WALLIS (Bridgend),0,0,0,0,0
25395,Matt,Warman,Conservative,Boston and Skegness,E14000582,Matt WARMAN (Boston and Skegness),0,0,0,0,0
25644,Giles,Watling,Conservative,Clacton,E14000642,Giles WATLING (Clacton),0,0,0,0,0
25926,Suzanne,Webb,Conservative,Stourbridge,E14000976,Suzanne WEBB (Stourbridge),0,0,0,0,0
25797,Claudia,Webbe,Independent,Leicester East,E14000782,Claudia WEBBE (Leicester East),1,0,0,0,0
25328,Catherine,West,Labour,Hornsey and Wood Green,E14000752,Catherine WEST (Hornsey and Wood Green),0,0,0,0,0
26120,Andrew,Western,Labour,Stretford and Urmston,E14000979,Andrew WESTERN (Stretford and Urmston),0,0,0,0,0
25701,Matt,Western,Labour,Warwick and Leamington,E14001019,Matt WESTERN (Warwick and Leamington),0,0,0,0,0
25398,Helen,Whately,Conservative,Faversham and Mid Kent,E14000700,Helen WHATELY (Faversham and Mid Kent),0,0,0,0,0
24769,Heather,Wheeler,Conservative,South Derbyshire,E14000935,Heather WHEELER (South Derbyshire),0,0,0,0,0
10630,Alan,Whitehead,Labour,"Southampton, Test",E14000956,"Alan WHITEHEAD (Southampton, Test)",0,1,0,0,0
25318,Philippa,Whitford,Scottish National Party,Central Ayrshire,S14000010,Philippa WHITFORD (Central Ayrshire),0,0,0,0,0
25798,Mick,Whitley,Labour,Birkenhead,E14000559,Mick WHITLEY (Birkenhead),0,0,0,0,0
24944,Craig,Whittaker,Conservative,Calder Valley,E14000614,Craig WHITTAKER (Calder Valley),0,0,0,0,0
10632,John,Whittingdale,Conservative,Maldon,E14000806,John WHITTINGDALE (Maldon),0,0,0,0,1
25845,Nadia,Whittome,Labour,Nottingham East,E14000865,Nadia WHITTOME (Nottingham East),1,0,0,0,0
11318,Bill,Wiggin,Conservative,North Herefordshire,E14000847,Bill WIGGIN (North Herefordshire),0,0,0,0,1
25866,James,Wild,Conservative,North West Norfolk,E14000859,James WILD (North West Norfolk),0,0,0,0,0
25329,Craig,Williams,Conservative,Montgomeryshire,W07000063,Craig WILLIAMS (Montgomeryshire),0,0,0,0,0
11323,Hywel,Williams,Plaid Cymru,Arfon,W07000057,Hywel WILLIAMS (Arfon),0,0,0,0,0
24729,Gavin,Williamson,Conservative,South Staffordshire,E14000945,Gavin WILLIAMSON (South Staffordshire),0,0,0,0,0
25820,Munira,Wilson,Liberal Democrat,Twickenham,E14001005,Munira WILSON (Twickenham),0,0,0,0,0
11374,Sammy,Wilson,DUP,East Antrim,N06000005,Sammy WILSON (East Antrim),0,0,0,0,0
25826,Beth,Winter,Labour,Cynon Valley,W07000070,Beth WINTER (Cynon Valley),1,0,0,0,0
10648,Rosie,Winterton,Labour,Doncaster Central,E14000668,Rosie WINTERTON (Doncaster Central),0,0,0,0,0
11333,Pete,Wishart,Scottish National Party,Perth and North Perthshire,S14000054,Pete WISHART (Perth and North Perthshire),0,0,0,0,0
25362,Mike,Wood,Conservative,Dudley South,E14000672,Mike WOOD (Dudley South),0,0,0,0,1
25360,William,Wragg,Conservative,Hazel Grove,E14000738,William WRAGG (Hazel Grove),0,0,0,0,0
11791,Jeremy,Wright,Conservative,Kenilworth and Southam,E14000767,Jeremy WRIGHT (Kenilworth and Southam),0,0,0,0,0
25649,Mohammad,Yasin,Labour,Bedford,E14000552,Mohammad YASIN (Bedford),0,0,0,0,0
25806,Jacob,Young,Conservative,Redcar,E14000891,Jacob YOUNG (Redcar),0,0,0,0,0
24822,Nadhim,Zahawi,Conservative,Stratford-on-Avon,E14000977,Nadhim ZAHAWI (Stratford-on-Avon),0,0,0,0,0
25386,Daniel,Zeichner,Labour,Cambridge,E14000617,Daniel ZEICHNER (Cambridge),0,1,0,0,0
26123,Ashley,Dalton,Labour,West Lancashire,E14001033,Ashley DALTON (West Lancashire),0,0,0,0,0
26271,Keir,Mather,Labour,Selby and Ainsty,E14000917,Keir MATHER (Selby and Ainsty),0,0,0,0,0
26269,Steve,Tuckwell,Conservative,Uxbridge and South Ruislip,E14001007,Steve TUCKWELL (Uxbridge and South Ruislip),0,0,0,0,0
26270,Sarah,Dyke,Liberal Democrat,Somerton and Frome,E14000932,Sarah DYKE (Somerton and Frome),0,0,0,0,0
