"parlparseid","parlparsememberid","firstname","lastname","party","MP position","Constituency position"
"uk.org.publicwhip/person/24756","uk.org.publicwhip/member/40156","Daniel","Poulter","con",1.36682332046599,1.16713121184821
"uk.org.publicwhip/person/24757","uk.org.publicwhip/member/40251","Jessica","Lee","con",0.902755524389834,0.560067542621748
"uk.org.publicwhip/person/24758","uk.org.publicwhip/member/40299","Andrew","Jones","con",1.12567259804971,0.8101127935321
"uk.org.publicwhip/person/24759","uk.org.publicwhip/member/40475","Andrew","Stephenson","con",1.24388925814859,0.391524417067022
"uk.org.publicwhip/person/24760","uk.org.publicwhip/member/40573","Jeremy","Lefroy","con",1.08184044271531,0.617827353460782
"uk.org.publicwhip/person/24762","uk.org.publicwhip/member/40057","Michael","Dugher","lab",-0.851087511146877,-1.0783796511184
"uk.org.publicwhip/person/24763","uk.org.publicwhip/member/40238","Sheila","Gilmore","lab",-0.849475675835577,-1.30623070113034
"uk.org.publicwhip/person/24767","uk.org.publicwhip/member/40344","Karl","Turner","lab",-1.08947612771341,-0.947512293500416
"uk.org.publicwhip/person/24769","uk.org.publicwhip/member/40542","Heather","Wheeler","con",NA,0.802328674267219
"uk.org.publicwhip/person/24771","uk.org.publicwhip/member/40591","Therese","Coffey","con",1.28467386184735,0.938061261568991
"uk.org.publicwhip/person/24773","uk.org.publicwhip/member/40652","Matthew","Hancock","con",1.40483595156801,1.22348610022466
"uk.org.publicwhip/person/24774","uk.org.publicwhip/member/40462","Lilian","Greenwood","lab",-0.939654724416351,-0.490255078498249
"uk.org.publicwhip/person/24775","uk.org.publicwhip/member/40100","Yasmin","Qureshi","lab",-0.917070928092021,-0.149002840942235
"uk.org.publicwhip/person/24779","uk.org.publicwhip/member/40608","Neil","Parish","con",0.955777137354773,1.14880420287016
"uk.org.publicwhip/person/24780","uk.org.publicwhip/member/40106","Conor","Burns","con",NA,0.958618181289487
"uk.org.publicwhip/person/24782","uk.org.publicwhip/member/40227","Damian","Hinds","con",1.20606661091657,1.7443750869301
"uk.org.publicwhip/person/24784","uk.org.publicwhip/member/40298","Robert","Halfon","con",1.9988297701727,1.18730053439135
"uk.org.publicwhip/person/24786","uk.org.publicwhip/member/40676","Steven","Baker","con",1.37144084653164,1.30503062664858
"uk.org.publicwhip/person/24788","uk.org.publicwhip/member/40084","Shabana","Mahmood","lab",-1.05041579390756,-1.46384256937978
"uk.org.publicwhip/person/24789","uk.org.publicwhip/member/40232","Sam","Gyimah","con",1.07522287084945,1.82169592739688
"uk.org.publicwhip/person/24790","uk.org.publicwhip/member/40368","Karl","McCartney","con",1.43462311974488,0.0171474930674722
"uk.org.publicwhip/person/24793","uk.org.publicwhip/member/40132","Gordon","Birtwistle","lib",0.336240130759091,-0.681952370748612
"uk.org.publicwhip/person/24794","uk.org.publicwhip/member/40242","Michael","Crockart","lib",0.482853887373551,-0.269265120800637
"uk.org.publicwhip/person/24797","uk.org.publicwhip/member/40482","Owen","Smith","lab",-0.86634753058752,-1.07531017718725
"uk.org.publicwhip/person/24798","uk.org.publicwhip/member/40520","Nicholas","Dakin","lab",-0.675048937140881,-0.278062251772725
"uk.org.publicwhip/person/24799","uk.org.publicwhip/member/40149","John","Stevenson","con",1.21191579378774,-0.0145038863262524
"uk.org.publicwhip/person/24801","uk.org.publicwhip/member/40551","Lorraine","Fullbrook","con",NA,0.757147579033232
"uk.org.publicwhip/person/24802","uk.org.publicwhip/member/40188","Henry","Smith","con",1.36044135471046,1.3307396732733
"uk.org.publicwhip/person/24803","uk.org.publicwhip/member/40197","Gareth","Johnson","con",1.07162203686889,1.09889816874686
"uk.org.publicwhip/person/24804","uk.org.publicwhip/member/40265","Mark","Menzies","con",NA,1.3641365249507
"uk.org.publicwhip/person/24805","uk.org.publicwhip/member/40384","Yvonne","Fovargue","lab",-1.03776205647997,-0.719809079393436
"uk.org.publicwhip/person/24807","uk.org.publicwhip/member/40419","Chi","Onwurah","lab",-0.866142014519031,-1.01618505943205
"uk.org.publicwhip/person/24808","uk.org.publicwhip/member/40501","Simon","Danczuk","lab",-0.72931685237712,-0.275908430320635
"uk.org.publicwhip/person/24809","uk.org.publicwhip/member/40505","Caroline","Nokes","con",1.16574326646363,1.10537316506555
"uk.org.publicwhip/person/24811","uk.org.publicwhip/member/40048","Gloria","De Piero","lab",-0.498140731697183,-0.562907957672575
"uk.org.publicwhip/person/24814","uk.org.publicwhip/member/40176","Martin","Vickers","con",1.22876186461257,0.287877661878797
"uk.org.publicwhip/person/24816","uk.org.publicwhip/member/40360","Liz","Kendall","lab",-0.937110859330924,-0.217365832603136
"uk.org.publicwhip/person/24817","uk.org.publicwhip/member/40396","George","Freeman","con",1.35696875367641,1.23757641206918
"uk.org.publicwhip/person/24818","uk.org.publicwhip/member/40421","Catherine","McKinnell","lab",-1.1689509786296,-0.752480189534976
"uk.org.publicwhip/person/24819","uk.org.publicwhip/member/40494","Ian","Swales","lib",0.473456710790442,-1.03587912770019
"uk.org.publicwhip/person/24821","uk.org.publicwhip/member/40394","Pauline","Latham","con",1.36646820803248,1.13114699959571
"uk.org.publicwhip/person/24824","uk.org.publicwhip/member/40678","Mark","Garnier","con",1.35749131415473,0.666812241996831
"uk.org.publicwhip/person/24825","uk.org.publicwhip/member/40081","Jack","Dromey","lab",-0.83677318497888,-0.297256670995987
"uk.org.publicwhip/person/24826","uk.org.publicwhip/member/40133","Andrew","Griffiths","con",1.30047043354896,0.672524775363624
"uk.org.publicwhip/person/24828","uk.org.publicwhip/member/40533","Gordon","Henderson","con",1.03969719122377,1.27197758607891
"uk.org.publicwhip/person/24829","uk.org.publicwhip/member/40550","Andrea","Leadsom","con",1.37033988783439,1.96856359566042
"uk.org.publicwhip/person/24830","uk.org.publicwhip/member/40201","Chris","Williamson","lab",-0.635393638345544,-0.0451357297784212
"uk.org.publicwhip/person/24831","uk.org.publicwhip/member/40658","Lisa","Nandy","lab",-1.15996874201881,-0.644272699711784
"uk.org.publicwhip/person/24832","uk.org.publicwhip/member/40119","Andrew","Percy","con",1.15468690422855,0.127327862792966
"uk.org.publicwhip/person/24835","uk.org.publicwhip/member/40327","Graham","Jones","lab",-1.03989926514059,0.052755556950448
"uk.org.publicwhip/person/24837","uk.org.publicwhip/member/40058","John","Woodcock","lab",-0.727375368805397,-0.189367021974917
"uk.org.publicwhip/person/24838","uk.org.publicwhip/member/40211","Chris","Kelly","con",NA,0.669573032013233
"uk.org.publicwhip/person/24839","uk.org.publicwhip/member/40518","John","Glen","con",NA,1.05723802060201
"uk.org.publicwhip/person/24840","uk.org.publicwhip/member/40590","Neil","Carmichael","con",1.21099572463281,0.183152408323896
"uk.org.publicwhip/person/24844","uk.org.publicwhip/member/40143","Aidan","Burley","con",1.25538474708591,0.403071412522781
"uk.org.publicwhip/person/24845","uk.org.publicwhip/member/40165","Toby","Perkins","lab",-0.809124205863929,-0.754000014115846
"uk.org.publicwhip/person/24847","uk.org.publicwhip/member/40380","Gavin","Shuker","lab",-0.738336886343651,0.16219276828279
"uk.org.publicwhip/person/24848","uk.org.publicwhip/member/40401","Tom","Blenkinsop","lab",-0.928341083536296,-0.123533686612792
"uk.org.publicwhip/person/24849","uk.org.publicwhip/member/40449","Dan","Byles","con",NA,0.195907254576176
"uk.org.publicwhip/person/24850","uk.org.publicwhip/member/40581","Tristram","Hunt","lab",-0.59061803036117,-1.07754060085531
"uk.org.publicwhip/person/24851","uk.org.publicwhip/member/40357","Rachel","Reeves","lab",-0.789507775603186,-0.765399920838851
"uk.org.publicwhip/person/24852","uk.org.publicwhip/member/40628","Valerie","Vaz","lab",-0.89002078489188,0.391918017521942
"uk.org.publicwhip/person/24853","uk.org.publicwhip/member/40683","Julian","Sturdy","con",1.12152338088742,0.360231107329006
"uk.org.publicwhip/person/24855","uk.org.publicwhip/member/40291","James","Morris","con",1.09940011370179,0.641322309821694
"uk.org.publicwhip/person/24856","uk.org.publicwhip/member/40495","Karen","Lumley","con",1.13200425078246,0.889275301792583
"uk.org.publicwhip/person/24857","uk.org.publicwhip/member/40182","Fiona","Bruce","con",1.25949734433707,0.998340818013896
"uk.org.publicwhip/person/24858","uk.org.publicwhip/member/40205","Simon","Reevell","con",0.954015944063282,0.490172051348084
"uk.org.publicwhip/person/24859","uk.org.publicwhip/member/40247","Nick","de Bois","con",1.36706811625617,0.694487800361817
"uk.org.publicwhip/person/24862","uk.org.publicwhip/member/40671","Robin","Walker","con",1.23049598149495,0.184066214269802
"uk.org.publicwhip/person/24864","uk.org.publicwhip/member/40489","Stuart","Andrew","con",0.829697349899771,0.445103351009168
"uk.org.publicwhip/person/24865","uk.org.publicwhip/member/40168","Duncan","Hames","lib",0.440102063747774,0.749886854205045
"uk.org.publicwhip/person/24868","uk.org.publicwhip/member/40668","Emma","Reynolds","lab",-0.902676305393814,-0.0272671105193331
"uk.org.publicwhip/person/24870","uk.org.publicwhip/member/40446","Justin","Tomlinson","con",0.817206056517028,1.05250685136821
"uk.org.publicwhip/person/24871","uk.org.publicwhip/member/40159","Tracey","Crouch","con",0.948796578332556,0.820423286586603
"uk.org.publicwhip/person/24872","uk.org.publicwhip/member/40240","Ian","Murray","lab",-0.884861102023279,-0.806109348002267
"uk.org.publicwhip/person/24873","uk.org.publicwhip/member/40281","Caroline","Dinenage","con",1.5997384556437,1.40102913150941
"uk.org.publicwhip/person/24874","uk.org.publicwhip/member/40459","Simon","Wright","lib",0.430136850771171,-0.858672017092508
"uk.org.publicwhip/person/24877","uk.org.publicwhip/member/40134","David","Nuttall","con",1.35160220902649,0.627104670077316
"uk.org.publicwhip/person/24878","uk.org.publicwhip/member/40523","Nigel","Adams","con",1.2429131777591,0.71126064956631
"uk.org.publicwhip/person/24879","uk.org.publicwhip/member/40286","Brandon","Lewis","con",1.3807660326645,0.773853130635013
"uk.org.publicwhip/person/24880","uk.org.publicwhip/member/40510","Mark","Pawsey","con",1.20207333691659,0.54967986317437
"uk.org.publicwhip/person/24881","uk.org.publicwhip/member/40101","Julie","Hilling","lab",-0.611275581236443,0.439061508873263
"uk.org.publicwhip/person/24882","uk.org.publicwhip/member/40663","Esther","McVey","con",0.796839285142106,0.104949503951038
"uk.org.publicwhip/person/24883","uk.org.publicwhip/member/40640","Graham","Evans","con",1.37946780508552,0.292587914174867
"uk.org.publicwhip/person/24884","uk.org.publicwhip/member/40666","Jonathan","Lord","con",1.35860941897394,1.60784751439841
"uk.org.publicwhip/person/24886","uk.org.publicwhip/member/40670","Paul","Uppal","con",1.31585386754375,0.544220654244291
"uk.org.publicwhip/person/24887","uk.org.publicwhip/member/40181","Jason","McCartney","con",1.19551680525231,0.273524230887962
"uk.org.publicwhip/person/24888","uk.org.publicwhip/member/40576","Stephen","McPartland","con",1.13586737131106,0.994351848027021
"uk.org.publicwhip/person/24889","uk.org.publicwhip/member/40324","Mike","Weatherley","con",1.2548648386768,0.233923492231365
"uk.org.publicwhip/person/24891","uk.org.publicwhip/member/40123","Charlotte","Leslie","con",1.08184935432836,0.0792650880447161
"uk.org.publicwhip/person/24892","uk.org.publicwhip/member/40142","Julian","Huppert","lib",0.549302032114647,-1.12947342495655
"uk.org.publicwhip/person/24893","uk.org.publicwhip/member/40245","Alec","Shelbrooke","con",1.05863932569716,0.769897393725843
"uk.org.publicwhip/person/24895","uk.org.publicwhip/member/40470","Jo","Johnson","con",1.0268948408531,2.28648394952525
"uk.org.publicwhip/person/24896","uk.org.publicwhip/member/40589","Kate","Green","lab",-1.113024078158,-0.0921146652996869
"uk.org.publicwhip/person/24897","uk.org.publicwhip/member/40662","Alison","McGovern","lab",-0.996805959406286,-0.15319275273766
"uk.org.publicwhip/person/24899","uk.org.publicwhip/member/40502","Mark","Reckless","con",1.28678077689029,1.10962011369367
"uk.org.publicwhip/person/24900","uk.org.publicwhip/member/40120","Simon","Kirby","con",1.16660024633412,0.311437986064295
"uk.org.publicwhip/person/24901","uk.org.publicwhip/member/40660","Steve","Brine","con",1.02090016692868,1.10348033929672
"uk.org.publicwhip/person/24903","uk.org.publicwhip/member/40543","Richard","Drax","con",1.82428289139965,0.884987513258019
"uk.org.publicwhip/person/24904","uk.org.publicwhip/member/40638","Peter","Aldous","con",1.12222205080342,0.360265884411701
"uk.org.publicwhip/person/24905","uk.org.publicwhip/member/40522","Bill","Esterson","lab",-0.944644832928989,0.126317032961102
"uk.org.publicwhip/person/24907","uk.org.publicwhip/member/40066","Bob","Stewart","con",1.75550258705867,1.9477612911319
"uk.org.publicwhip/person/24911","uk.org.publicwhip/member/40500","Zac","Goldsmith","con",0.91127337777565,1.0207665988795
"uk.org.publicwhip/person/24913","uk.org.publicwhip/member/40115","Mary","Macleod","con",1.14386313645528,0.64371462292591
"uk.org.publicwhip/person/24915","uk.org.publicwhip/member/40204","Claire","Perry","con",1.0726001064035,1.88711084040818
"uk.org.publicwhip/person/24917","uk.org.publicwhip/member/40451","Pat","Glass","lab",-1.08161451420204,-1.03291358460413
"uk.org.publicwhip/person/24918","uk.org.publicwhip/member/40649","Gemma","Doyle","lab",-1.14893503688064,-1.78558820786664
"uk.org.publicwhip/person/24919","uk.org.publicwhip/member/40268","Ian","Mearns","lab",-1.3002753085377,-1.16112853867553
"uk.org.publicwhip/person/24920","uk.org.publicwhip/member/40270","Rehman","Chishti","con",NA,1.13560034068157
"uk.org.publicwhip/person/24922","uk.org.publicwhip/member/40332","Ben","Gummer","con",NA,0.323213439968795
"uk.org.publicwhip/person/24924","uk.org.publicwhip/member/40372","Luciana","Berger","lab",-0.867419481240328,-1.91271521245842
"uk.org.publicwhip/person/24926","uk.org.publicwhip/member/40441","Jacob","Rees-Mogg","con",NA,0.485742570161661
"uk.org.publicwhip/person/24927","uk.org.publicwhip/member/40448","Mary","Glindon","lab",-1.04061220925954,-0.814955002191063
"uk.org.publicwhip/person/24928","uk.org.publicwhip/member/40569","Stephen","Gilbert","lib",0.403681721369486,0.734687414748644
"uk.org.publicwhip/person/24929","uk.org.publicwhip/member/40575","Jonathan","Reynolds","lab",-0.861570230257699,0.00269425926249418
"uk.org.publicwhip/person/24932","uk.org.publicwhip/member/40634","David","Mowat","con",0.749243007617889,0.181528342674915
"uk.org.publicwhip/person/24933","uk.org.publicwhip/member/40141","George","Eustice","con",1.10418791094548,0.243585584628707
"uk.org.publicwhip/person/24934","uk.org.publicwhip/member/40261","Mike","Freer","con",1.35935881104132,0.825416055259808
"uk.org.publicwhip/person/24935","uk.org.publicwhip/member/40371","Steve","Rotheram","lab",-1.17829580753249,-2.02375495456787
"uk.org.publicwhip/person/24936","uk.org.publicwhip/member/40390","George","Hollingbery","con",1.36939985078028,1.73169095176841
"uk.org.publicwhip/person/24938","uk.org.publicwhip/member/40485","Penny","Mordaunt","con",0.986208451997516,0.897865665397204
"uk.org.publicwhip/person/24942","uk.org.publicwhip/member/40642","Tessa","Munt","lib",0.403437235063113,0.763221338075775
"uk.org.publicwhip/person/24943","uk.org.publicwhip/member/40525","Paul","Blomfield","lab",-0.971503498597152,-2.0376841707869
"uk.org.publicwhip/person/24944","uk.org.publicwhip/member/40139","Craig","Whittaker","con",0.935393697286119,0.149006285725076
"uk.org.publicwhip/person/24945","uk.org.publicwhip/member/40300","Bob","Blackman","con",1.20938170073252,1.71194067281057
"uk.org.publicwhip/person/24946","uk.org.publicwhip/member/40108","David","Ward","lib",0.151942856246985,0.019227773590759
"uk.org.publicwhip/person/24947","uk.org.publicwhip/member/40404","Iain","Stewart","con",0.69546193861922,0.891662067022385
"uk.org.publicwhip/person/24948","uk.org.publicwhip/member/40616","Sarah","Newton","con",1.36624172642224,0.55974800243256
"uk.org.publicwhip/person/24949","uk.org.publicwhip/member/40629","Stella","Creasy","lab",-0.947048108747636,-0.845045155110272
"uk.org.publicwhip/person/24950","uk.org.publicwhip/member/40588","Chuka","Umunna","lab",-0.88600278821389,-1.09295248702793
"uk.org.publicwhip/person/24952","uk.org.publicwhip/member/40219","Angie","Bray","con",1.28975377028482,0.432667913804391
"uk.org.publicwhip/person/24953","uk.org.publicwhip/member/40363","Heidi","Alexander","lab",-0.740979507864554,-0.458530201272568
"uk.org.publicwhip/person/24954","uk.org.publicwhip/member/40637","Richard","Harrington","con",1.01252088040028,0.537754508610806
"uk.org.publicwhip/person/24956","uk.org.publicwhip/member/40252","Teresa","Pearce","lab",-1.20479195528172,0.0949942494298214
"uk.org.publicwhip/person/24957","uk.org.publicwhip/member/40607","Jackie","Doyle-Price","con",1.42840021297106,0.787513860495353
"uk.org.publicwhip/person/24958","uk.org.publicwhip/member/40075","Rushanara","Ali","lab",-1.00693513219873,0.0871773723258093
"uk.org.publicwhip/person/24959","uk.org.publicwhip/member/40635","Chris","White","con",0.850787729102645,0.501745418602379
"uk.org.publicwhip/person/24961","uk.org.publicwhip/member/40534","Julian","Smith","con",1.05216794186262,1.19785124562076
"uk.org.publicwhip/person/24962","uk.org.publicwhip/member/40315","Guy","Opperman","con",0.902156325851439,0.327278350826631
"uk.org.publicwhip/person/24963","uk.org.publicwhip/member/40630","Ian","Lavery","lab",-1.67667750001861,-1.23567690739822
"uk.org.publicwhip/person/24964","uk.org.publicwhip/member/40477","Rory","Stewart","con",1.3609927730149,1.02845548201664
"uk.org.publicwhip/person/24965","uk.org.publicwhip/member/40043","Nigel","Mills","con",NA,0.411428884563434
"uk.org.publicwhip/person/24966","uk.org.publicwhip/member/40410","David","Morris","con",1.06507901089415,-0.13032452652785
"uk.org.publicwhip/person/24967","uk.org.publicwhip/member/40352","Eric","Ollerenshaw","con",1.35757236961887,-0.660173082515979
NA,"uk.org.publicwhip/member/40686","Jonathan","Ashworth","lab",-0.986343916563371,-0.30084842355026
NA,"uk.org.publicwhip/member/40685","Dan","Jarvis","lab",-0.916434541536581,-1.17691493351253
NA,"uk.org.publicwhip/member/40689","Seema","Malhotra","lab",-0.673503912023031,0.755128966850035
NA,"uk.org.publicwhip/member/40684","Debbie","Abrahams","lab",-0.922009360630133,0.0944050632810508
NA,"uk.org.publicwhip/member/40688","Iain","McKenzie","lab",-1.22082402191359,-1.81334482603882
